ID_cell_morphology,cell_len,rgStart_len,rgEnd_len,cell_len_unit,cell_width,rgStart_wid,rgEnd_wid,cell_width_unit,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains,ID_reference,manual_annotation,api_import,last_change
7616,0.5-6.0,0.5,6.0,µm,0.3-1.0,0.3,1.0,µm,rod-shaped,1.0,monopolar,negative,158713,65455,1,,2019-11-08 10:24:33
7617,1.0-1.5,1.0,1.5,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,0.0,,positive,158714,65456,1,,2019-11-08 10:24:33
7618,0.3-1.6,0.3,1.6,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,0.0,,negative,158715,65457,1,,2019-11-08 10:24:33
7619,0.5-10.0,0.5,10.0,µm,0.2-0.6,0.2,0.6,µm,rod-shaped,0.0,,negative,158355,65458,1,,2019-11-08 10:24:33
7620,0.8-1.2,0.8,1.2,µm,,,,,coccus-shaped,0.0,,negative,158716,65459,1,,2019-11-08 10:24:33
7621,0.8-1.2,0.8,1.2,µm,,,,,coccus-shaped,0.0,,negative,158352,65460,1,,2019-11-08 10:24:33
7622,,,,,,,,,rod-shaped,1.0,,negative,158717,65461,1,,2019-11-08 10:24:33
7623,1.0-2.0,1.0,2.0,µm,0.5-1,0.5,1.0,µm,rod-shaped,1.0,polar,,158718,65462,1,,2019-11-08 10:24:33
7624,,,,,,,,,,,,negative,158718,65462,1,,2019-11-08 10:24:33
7625,,,,,,,,,,,,positive,158719,65463,1,,2019-11-08 10:24:33
7626,1.5-2.0,1.5,2.0,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,1.0,,negative,12966,65464,1,,2019-11-08 10:24:33
7627,2.0,2.0,2.0,µm,1.5,1.5,1.5,µm,rod-shaped,,,,158720,65465,1,,2019-11-08 10:24:33
7628,,,,,,,,,,0.0,,positive,158373,65467,1,,2019-11-08 10:24:33
7629,3-5,3.0,5.0,µm,0.5-1.0,0.5,1.0,µm,,1.0,,positive,158721,65468,1,,2019-11-08 10:24:33
7630,1-1.2,1.0,1.2,µm,,,,,,0.0,,positive,158722,65469,1,,2019-11-08 10:24:33
7631,1.5-1.6,1.5,1.6,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,0.0,,negative,158723,65470,1,,2019-11-08 10:24:33
7632,,,,,,,,,rod-shaped,1.0,,positive,158724,65471,1,,2019-11-08 10:24:33
7633,2.5-3.3,2.5,3.3,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,1.0,,positive,158725,65472,1,,2019-11-08 10:24:33
7634,1.0-1.5,1.0,1.5,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,1.0,,positive,158403,65473,1,,2019-11-08 10:24:33
7635,0.8-1.0,0.8,1.0,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,1.0,gliding,negative,158726,65474,1,,2019-11-08 10:24:33
7636,,,,,,,,,,0.0,,positive,158727,65475,1,,2019-11-08 10:24:33
7637,1-0.25,1.0,0.25,µm,,,,,rod-shaped,,,negative,157587,65477,1,,2019-11-08 10:24:33
7638,1-1.5,1.0,1.5,µm,,,,,rod-shaped,1.0,,negative,158728,65478,1,,2019-11-08 10:24:33
7639,1-2.5,1.0,2.5,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,1.0,gliding,negative,158729,65479,1,,2019-11-08 10:24:33
7640,0.6-0.8,0.6,0.8,µm,0.4-0.5,0.4,0.5,µm,,,,positive,158730,65481,1,,2019-11-08 10:24:33
7641,3.0-4.8,3.0,4.8,µm,1-1.3,1.0,1.3,µm,rod-shaped,1.0,peritrichous,positive,158731,65594,1,,2019-11-08 10:24:33
7642,1.2-2.2,1.2,2.2,µm,0.6-1,0.6,1.0,µm,rod-shaped,0.0,,negative,158732,65482,1,,2019-11-08 10:24:33
7643,1.1-5.3,1.1,5.3,µm,0.2-0.6,0.2,0.6,µm,rod-shaped,0.0,,negative,158733,65483,1,,2019-11-08 10:24:33
7644,1.8-8.5,1.8,8.5,µm,0.6-0.8,0.6,0.8,µm,rod-shaped,,,positive,158351,65484,1,,2019-11-08 10:24:33
7645,1.5-2.1,1.5,2.1,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,polar,negative,158734,65485,1,,2019-11-08 10:24:33
7646,1.9-3.1,1.9,3.1,µm,0.8-1.2,0.8,1.2,µm,rod-shaped,1.0,,negative,132060,65486,1,,2019-11-08 10:24:33
7647,2.5-3.7,2.5,3.7,µm,0.9-1.1,0.9,1.1,µm,rod-shaped,,,negative,158735,65486,1,,2019-11-08 10:24:33
7648,0.8-1.8,0.8,1.8,µm,0.6-1.2,0.6,1.2,µm,rod-shaped,1.0,gliding,negative,158736,65487,1,,2019-11-08 10:24:33
7649,,,,,,,,,rod-shaped,,,,158737,65488,1,,2019-11-08 10:24:33
7650,2.1-3.2,2.1,3.2,µm,0.7-1.2,0.7,1.2,µm,ovoid-shaped,0.0,,negative,158737,65488,1,,2019-11-08 10:24:33
7651,,,,,,,,,rod-shaped,,,negative,158738,65489,1,,2019-11-08 10:24:33
7652,1.6-2.3,1.6,2.3,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,1.0,peritrichous,variable,158739,65490,1,,2019-11-08 10:24:33
7653,2.0-3.2,2.0,3.2,µm,0.5,0.5,0.5,µm,rod-shaped,0.0,,negative,158740,65491,1,,2019-11-08 10:24:33
7654,0.8-1.0,0.8,1.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,,negative,158741,65492,1,,2019-11-08 10:24:33
7655,1.0-1.5,1.0,1.5,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,negative,158742,65493,1,,2019-11-08 10:24:33
7656,1.2-1.5,1.2,1.5,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,0.0,,negative,158743,65493,1,,2019-11-08 10:24:33
7657,1.4-1.6,1.4,1.6,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,1.0,gliding,negative,158744,65494,1,,2019-11-08 10:24:33
7658,1.7-2.0,1.7,2.0,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,0.0,,negative,158745,65495,1,,2019-11-08 10:24:33
7659,1.1-2.1,1.1,2.1,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,polar,negative,158276,65496,1,,2019-11-08 10:24:33
7660,4.2-4.8,4.2,4.8,µm,1.2-2.0,1.2,2.0,µm,rod-shaped,1.0,,negative,158746,65497,1,,2019-11-08 10:24:33
7661,0.6-3.5,0.6,3.5,µm,0.6-2.3,0.6,2.3,µm,pleomorphic-shaped,1.0,,negative,158747,65498,1,,2019-11-08 10:24:33
7662,,,,,,,,,coccus-shaped,,,positive,158748,65499,1,,2019-11-08 10:24:33
7663,,,,,,,,,rod-shaped,,,positive,158285,65500,1,,2019-11-08 10:24:33
7664,,,,,,,,,,0.0,,positive,158291,65501,1,,2019-11-08 10:24:33
7665,1.1-2.0,1.1,2.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,peritrichous,negative,158749,65502,1,,2019-11-08 10:24:33
7666,1.5-2.0,1.5,2.0,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,1.0,peritrichous,negative,158750,65502,1,,2019-11-08 10:24:33
7667,1.0-2.0,1.0,2.0,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,1.0,peritrichous,negative,23013,65502,1,,2019-11-08 10:24:33
7668,1.2-1.5,1.2,1.5,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,0.0,,negative,158751,65503,1,,2019-11-08 10:24:33
7669,0.4-2.0,0.4,2.0,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,0.0,,negative,158752,65504,1,,2019-11-08 10:24:33
7670,,,,,,,,,coccus-shaped,,,,158752,65504,1,,2019-11-08 10:24:33
7671,,,,,,,,,ovoid-shaped,,,,158752,65504,1,,2019-11-08 10:24:33
7672,0.8-1.3,0.8,1.3,µm,0.4-0.7,0.4,0.7,µm,rod-shaped,,,negative,158753,65505,1,,2019-11-08 10:24:33
7673,0.4-3.0,0.4,3.0,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,1.0,polar,negative,158754,65506,1,,2019-11-08 10:24:33
7674,0.5-1.0,0.5,1.0,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,0.0,,negative,158755,65507,1,,2019-11-08 10:24:33
7675,1.3-2.0,1.3,2.0,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,0.0,,negative,158756,65508,1,,2019-11-08 10:24:33
7676,1.6-2.2,1.6,2.2,µm,0.6-0.7,0.6,0.7,µm,rod-shaped,1.0,monopolar,negative,158757,65509,1,,2019-11-08 10:24:33
7677,1.4-1.6,1.4,1.6,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,,,positive,158758,65510,1,,2019-11-08 10:24:33
7678,2.3-2.6,2.3,2.6,µm,0.9-1.2,0.9,1.2,µm,,,,negative,158759,65511,1,,2019-11-08 10:24:33
7679,1.3-2.5,1.3,2.5,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,,positive,158760,65512,1,,2019-11-08 10:24:33
7680,1.75-3.6,1.75,3.6,µm,0.75,0.75,0.75,µm,rod-shaped,1.0,polar,negative,158761,65513,1,,2019-11-08 10:24:33
7681,,,,,,,,,,,,positive,158014,65514,1,,2019-11-08 10:24:33
7682,2.5-7,2.5,7.0,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,,variable,158762,65515,1,,2019-11-08 10:24:33
7683,0.6,0.6,0.6,µm,0.3-0.4,0.3,0.4,µm,ovoid-shaped,0.0,,negative,158763,65516,1,,2019-11-08 10:24:33
7684,1.5-2,1.5,2.0,µm,0.3,0.3,0.3,µm,rod-shaped,1.0,monopolar,negative,158764,65517,1,,2019-11-08 10:24:33
7685,1.7-1.9,1.7,1.9,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,0.0,,negative,158765,65518,1,,2019-11-08 10:24:33
7686,0.8-2.0,0.8,2.0,µm,,,,,coccus-shaped,0.0,,positive,158379,65519,1,,2019-11-08 10:24:33
7687,0.8-1.4,0.8,1.4,µm,,,,,coccus-shaped,0.0,,positive,158378,65519,1,,2019-11-08 10:24:33
7688,1.3-3.5,1.3,3.5,µm,0.6-1.8,0.6,1.8,µm,rod-shaped,1.0,monopolar,positive,158766,65520,1,,2019-11-08 10:24:33
7689,,,,,,,,,,0.0,,positive,158362,65521,1,,2019-11-08 10:24:33
7690,1-2,1.0,2.0,µm,0.35-0.5,0.35,0.5,µm,rod-shaped,,,positive,158767,65522,1,,2019-11-08 10:24:33
7691,1.8-2.6,1.8,2.6,µm,0.7,0.7,0.7,µm,rod-shaped,1.0,,positive,158768,65523,1,,2019-11-08 10:24:33
7692,0.8-1.2,0.8,1.2,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,,positive,158769,65524,1,,2019-11-08 10:24:33
7693,,,,,,,,,,0.0,,positive,158770,65525,1,,2019-11-08 10:24:33
7694,,,,,,,,,,0.0,,positive,158771,65525,1,,2019-11-08 10:24:33
7695,1-2,1.0,2.0,µm,0.6-0.9,0.6,0.9,µm,rod-shaped,,,negative,158772,65526,1,,2019-11-08 10:24:33
7696,,,,,,,,,coccus-shaped,0.0,,negative,158773,65527,1,,2019-11-08 10:24:33
7697,2.0-1.7,2.0,1.7,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,0.0,,negative,158774,65528,1,,2019-11-08 10:24:33
7698,,,,,,,,,,,,positive,158775,65529,1,,2019-11-08 10:24:33
7699,2.1-3.4,2.1,3.4,µm,1.7-1.8,1.7,1.8,µm,rod-shaped,1.0,,negative,158776,65530,1,,2019-11-08 10:24:33
7700,,,,,,,,,rod-shaped,0.0,,negative,158777,65531,1,,2019-11-08 10:24:33
7701,1-5,1.0,5.0,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,0.0,,negative,158778,65532,1,,2019-11-08 10:24:33
7702,1.1-2.4,1.1,2.4,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,,,negative,158779,65533,1,,2019-11-08 10:24:33
7703,2.5-3.2,2.5,3.2,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,0.0,,negative,158780,65534,1,,2019-11-08 10:24:33
7704,2.0-3.0,2.0,3.0,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,1.0,polar,negative,158781,65535,1,,2019-11-08 10:24:33
7705,0.75-1.5,0.75,1.5,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,0.0,,positive,158782,65536,1,,2019-11-08 10:24:33
7706,1.2-1.7,1.2,1.7,µm,,,,,coccus-shaped,0.0,,positive,158783,65537,1,,2019-11-08 10:24:33
7707,2.0-2.5,2.0,2.5,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,0.0,,negative,158784,65538,1,,2019-11-08 10:24:33
7708,0.3-0.5,0.3,0.5,µm,,,,,coccus-shaped,0.0,,negative,158785,65539,1,,2019-11-08 10:24:33
7709,0.6-0.9,0.6,0.9,µm,,,,,coccus-shaped,0.0,,positive,158396,65540,1,,2019-11-08 10:24:33
7710,2.5-3.2,2.5,3.2,µm,0.7-0.8,0.7,0.8,µm,rod-shaped,1.0,peritrichous,negative,158786,65541,1,,2019-11-08 10:24:33
7711,1.2-1.9,1.2,1.9,µm,0.3-0.4,0.3,0.4,µm,rod-shaped,1.0,,positive,158787,65542,1,,2019-11-08 10:24:33
7712,,,,,,,,,,,,positive,158364,65543,1,,2019-11-08 10:24:33
7713,1.2-3.0,1.2,3.0,µm,0.4-1,0.4,1.0,µm,rod-shaped,0.0,,negative,158788,65544,1,,2019-11-08 10:24:33
7714,1.1-2.0,1.1,2.0,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,0.0,,positive,158789,65545,1,,2019-11-08 10:24:33
7715,0.6-0.8,0.6,0.8,µm,,,,,coccus-shaped,,,,158789,65545,1,,2019-11-08 10:24:33
7716,1.0-2.0,1.0,2.0,µm,0.5,0.5,0.5,µm,rod-shaped,,,positive,158267,65546,1,,2019-11-08 10:24:33
7717,,,,,,,,,rod-shaped,,,positive,158790,65547,1,,2019-11-08 10:24:33
7718,2.8,2.8,2.8,µm,0.5,0.5,0.5,µm,vibrio-shaped,1.0,,negative,158356,65548,1,,2019-11-08 10:24:33
7719,0.5-10.0,0.5,10.0,µm,0.2-0.6,0.2,0.6,µm,rod-shaped,0.0,,negative,158791,65549,1,,2019-11-08 10:24:33
7720,1.3,1.3,1.3,µm,0.57,0.57,0.57,µm,rod-shaped,0.0,,positive,158398,65550,1,,2019-11-08 10:24:33
7721,1.5-2.3,1.5,2.3,µm,0.5-0.6,0.5,0.6,µm,rod-shaped,1.0,gliding,negative,158792,65551,1,,2019-11-08 10:24:33
7722,0.6-1.2,0.6,1.2,µm,0.2,0.2,0.2,µm,rod-shaped,0.0,,positive,158793,65552,1,,2019-11-08 10:24:33
7723,,,,,,,,,coccus-shaped,0.0,,positive,158794,65553,1,,2019-11-08 10:24:33
7724,0.9,0.9,0.9,µm,0.4,0.4,0.4,µm,rod-shaped,0.0,,positive,158401,65555,1,,2019-11-08 10:24:33
7725,1,1.0,1.0,µm,0.3,0.3,0.3,µm,rod-shaped,0.0,,positive,158400,65555,1,,2019-11-08 10:24:33
7726,,,,,,,,,,0.0,,positive,158796,65556,1,,2019-11-08 10:24:33
7727,,,,,,,,,,,,positive,158797,65557,1,,2019-11-08 10:24:33
7728,,,,,,,,,rod-shaped,0.0,,negative,158798,65558,1,,2019-11-08 10:24:33
7729,1.0-1.5,1.0,1.5,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,0.0,,negative,158799,65559,1,,2019-11-08 10:24:33
7730,1.1-1.7,1.1,1.7,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,1.0,polar,negative,157768,65560,1,,2019-11-08 10:24:33
7731,1.0-1.5,1.0,1.5,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,1.0,,negative,158800,65561,1,,2019-11-08 10:24:33
7732,0.5-1.5,0.5,1.5,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,1.0,peritrichous,negative,158801,65562,1,,2019-11-08 10:24:33
7733,0.9-3.5,0.9,3.5,µm,0.5-0.9,0.5,0.9,µm,rod-shaped,1.0,,negative,158802,65563,1,,2019-11-08 10:24:33
7734,1-2,1.0,2.0,µm,0.3-0.7,0.3,0.7,µm,rod-shaped,1.0,,negative,158274,65564,1,,2019-11-08 10:24:33
7735,2.5-23.0,2.5,23.0,µm,0.2-0.3,0.2,0.3,µm,rod-shaped,1.0,gliding,negative,158803,65565,1,,2019-11-08 10:24:33
7736,1.8-2.2,1.8,2.2,µm,0.7-1.1,0.7,1.1,µm,rod-shaped,0.0,,negative,158804,65566,1,,2019-11-08 10:24:33
7737,1.76-3.04,1.76,3.04,µm,0.68-0.76,0.68,0.76,µm,rod-shaped,0.0,,negative,158805,65567,1,,2019-11-08 10:24:33
7738,0.8-1.8,0.8,1.8,µm,0.5-1.6,0.5,1.6,µm,coccus-shaped,,,negative,158806,65568,1,,2019-11-08 10:24:33
7739,1.5,1.5,1.5,µm,0.5,0.5,0.5,µm,rod-shaped,0.0,,positive,158404,65569,1,,2019-11-08 10:24:33
7740,1.1-1.8,1.1,1.8,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,0.0,,negative,158807,65570,1,,2019-11-08 10:24:33
7741,2.0-2.8,2.0,2.8,µm,0.71-0.76,0.71,0.76,µm,rod-shaped,1.0,polar,negative,158808,65571,1,,2019-11-08 10:24:33
7742,1.2-1.6,1.2,1.6,µm,0.6-0.7,0.6,0.7,µm,rod-shaped,1.0,,negative,158809,65572,1,,2019-11-08 10:24:33
7743,2.5-3.0,2.5,3.0,µm,0.8-1.7,0.8,1.7,µm,rod-shaped,0.0,,negative,158810,65573,1,,2019-11-08 10:24:33
7744,,,,,,,,,coccus-shaped,0.0,,positive,158361,65574,1,,2019-11-08 10:24:33
7745,1.0-2.9,1.0,2.9,µm,0.4-0.7,0.4,0.7,µm,rod-shaped,1.0,polar,negative,158811,65575,1,,2019-11-08 10:24:33
7746,1.8-2,1.8,2.0,µm,0.6-0.7,0.6,0.7,µm,rod-shaped,1.0,polar,negative,158812,65576,1,,2019-11-08 10:24:33
7747,6.0-11.0,6.0,11.0,µm,0.5-1.0,0.5,1.0,µm,rod-shaped,0.0,,positive,158813,65577,1,,2019-11-08 10:24:33
7748,,,,,,,,,pleomorphic-shaped,1.0,,negative,158814,65578,1,,2019-11-08 10:24:33
7749,2.0-15.5,2.0,15.5,µm,0.1-0.4,0.1,0.4,µm,rod-shaped,0.0,,negative,158815,65579,1,,2019-11-08 10:24:33
7750,2.3-4.8,2.3,4.8,µm,0.8-1.1,0.8,1.1,µm,rod-shaped,1.0,,negative,158816,65580,1,,2019-11-08 10:24:33
7751,0.9-1.3,0.9,1.3,µm,,,,,coccus-shaped,,,,158817,65581,1,,2019-11-08 10:24:33
7752,1.5-3.3,1.5,3.3,µm,0.15-0.2,0.15,0.2,µm,rod-shaped,,,positive,158818,65582,1,,2019-11-08 10:24:33
7753,1.0-1.3,1.0,1.3,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,0.0,,negative,158819,65583,1,,2019-11-08 10:24:33
7754,1.8-1.9,1.8,1.9,µm,0.8-1.0,0.8,1.0,µm,rod-shaped,0.0,,negative,158820,65584,1,,2019-11-08 10:24:33
7755,1.13,1.13,1.13,µm,0.38,0.38,0.38,µm,rod-shaped,,,negative,158821,65585,1,,2019-11-08 10:24:33
7756,0.8-1.0,0.8,1.0,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,,positive,158822,65586,1,,2019-11-08 10:24:33
7757,2.4-3.6,2.4,3.6,µm,0.9-1.8,0.9,1.8,µm,rod-shaped,0.0,,negative,158823,65587,1,,2019-11-08 10:24:33
7758,1.0-2.1,1.0,2.1,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,,,negative,158824,65588,1,,2019-11-08 10:24:33
7759,2.0-12.0,2.0,12.0,µm,0.6-1.2,0.6,1.2,µm,rod-shaped,1.0,subpolar,negative,158825,65589,1,,2019-11-08 10:24:33
7760,1.7-3,1.7,3.0,µm,0.5-0.8,0.5,0.8,µm,rod-shaped,0.0,,negative,159697,66562,1,,2020-11-10 06:44:57
7761,1.8-3,1.8,3.0,µm,0.3-0.7,0.3,0.7,µm,rod-shaped,1.0,"monotrichous, polar",negative,159698,66564,1,,2020-11-10 06:44:57
7762,2-3,2.0,3.0,µm,0.5-0.6,0.5,0.6,µm,spiral-shaped,1.0,,negative,159699,66560,1,,2020-11-10 06:44:57
7763,1.8-2.2,1.8,2.2,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,0.0,,negative,159700,66563,1,,2020-11-10 06:44:57
7764,0.5-1,0.5,1.0,µm,,,,,coccus-shaped,1.0,,negative,159701,66565,1,,2020-11-10 06:44:57
7765,,,,,,,,,ovoid-shaped,1.0,,negative,159701,66565,1,,2020-11-10 06:44:57
7766,0.5-0.8,0.5,0.8,µm,0.3-0.7,0.3,0.7,µm,rod-shaped,1.0,,negative,159701,66565,1,,2020-11-10 06:44:57
7767,2-5,2.0,5.0,µm,,,,,spiral-shaped,1.0,,negative,159701,66565,1,,2020-11-10 06:44:57
7768,2-5,2.0,5.0,µm,,,,,curved-shaped,1.0,,negative,159701,66565,1,,2020-11-10 06:44:57
7769,,,,,,,,,rod-shaped,1.0,,negative,159702,66567,1,,2020-11-10 06:44:57
7770,2.4-20,2.4,20.0,µm,0.8-1.5,0.8,1.5,µm,rod-shaped,,,positive,157758,66569,1,,2020-11-10 06:44:57
7771,0.5-1,0.5,1.0,µm,,,,,coccus-shaped,0.0,,negative,159703,66550,1,,2020-11-10 06:44:57
7772,,,,,,,,,diplococcus-shaped,,,,159703,66550,1,,2020-11-10 06:44:57
7773,1.97-2.54,1.97,2.54,µm,0.4-0.77,0.4,0.77,µm,rod-shaped,0.0,,negative,159704,66551,1,,2020-11-10 06:44:57
7774,,,,,,,,,ovoid-shaped,,,,159704,66551,1,,2020-11-10 06:44:57
7775,1.1-1.4,1.1,1.4,µm,0.9-1,0.9,1.0,µm,rod-shaped,0.0,,negative,159705,66553,1,,2020-11-10 06:44:57
7776,5-10,5.0,10.0,µm,0.4-0.5,0.4,0.5,µm,filament-shaped,1.0,gliding,negative,159706,66554,1,,2020-11-10 06:44:57
7777,1.0-1.5,1.0,1.5,µm,0.5-0.7,0.5,0.7,µm,rod-shaped,1.0,gliding,negative,159706,66554,1,,2020-11-10 06:44:57
7778,1.7-2.6,1.7,2.6,µm,0.4-0.7,0.4,0.7,µm,rod-shaped,1.0,peritrichous,negative,159643,66589,1,,2020-11-10 06:44:57
7779,,,,,,,,,,,,positive,159707,66593,1,,2020-11-10 06:44:57
7780,3-4,3.0,4.0,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,0.0,,negative,159708,66592,1,,2020-11-10 06:44:57
7781,0.5-1.5,0.5,1.5,µm,0.4-0.8,0.4,0.8,µm,rod-shaped,0.0,,negative,159709,66598,1,,2020-11-10 06:44:57
7782,1.4-2.8,1.4,2.8,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,gliding,negative,159710,66602,1,,2020-11-10 06:44:57
7783,1.5-2,1.5,2.0,µm,0.8,0.8,0.8,µm,rod-shaped,0.0,,positive,159711,66590,1,,2020-11-10 06:44:57
7784,2.4-2.8,2.4,2.8,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,,negative,159712,66559,1,,2020-11-10 06:44:57
7785,1.5-2.5,1.5,2.5,µm,0.4-0.6,0.4,0.6,µm,rod-shaped,1.0,,negative,159713,66549,1,,2020-11-10 06:44:57
7786,2.4-3.2,2.4,3.2,µm,0.9,0.9,0.9,µm,rod-shaped,1.0,polar,negative,159714,66600,1,,2020-11-10 06:44:57
7787,1.7-2,1.7,2.0,µm,0.8,0.8,0.8,µm,rod-shaped,1.0,,negative,159715,66606,1,,2020-11-10 06:44:57
7788,,,,,,,,,,0.0,,positive,159716,66608,1,,2020-11-10 06:44:57
7789,,,,,,,,,,,,positive,159717,66617,1,,2020-11-10 06:44:57
7790,,,,,,,,,,,,positive,159718,66618,1,,2020-11-10 06:44:57
7791,0.7-1.6,0.7,1.6,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,1.0,peritrichous,negative,159719,66619,1,,2020-11-10 06:44:57
7792,1.6-1.9,1.6,1.9,µm,0.7-0.9,0.7,0.9,µm,rod-shaped,0.0,,negative,159720,66621,1,,2020-11-10 06:44:57
7793,1.43,1.43,1.43,µm,0.29,0.29,0.29,µm,rod-shaped,1.0,,negative,159721,66622,1,,2020-11-10 06:44:57
7794,0.5-2.4,0.5,2.4,µm,0.3-0.7,0.3,0.7,µm,rod-shaped,1.0,,,158405,66620,1,,2020-11-10 06:44:57
7795,0.5-1.2,0.5,1.2,µm,0.3-0.5,0.3,0.5,µm,rod-shaped,,,,158406,66620,1,,2020-11-10 06:44:57
7796,1.8-2.5,1.8,2.5,µm,0.3-0.6,0.3,0.6,µm,rod-shaped,1.0,,negative,159722,66623,1,,2020-11-10 06:44:57
7797,,,,,,,,,rod-shaped,0.0,,positive,159723,66588,1,,2020-11-10 06:44:57
7798,,,,,,,,,coccus-shaped,,,,159723,66588,1,,2020-11-10 06:44:57
7799,,,,,,,,,,,,positive,159724,66594,1,,2020-11-10 06:44:57
7800,2.4-5.7,2.4,5.7,µm,0.9-1,0.9,1.0,µm,rod-shaped,,,positive,159644,66625,1,,2020-11-10 06:44:57
7801,1.08-1.34,1.08,1.34,µm,0.29-0.44,0.29,0.44,µm,rod-shaped,1.0,,negative,157911,66632,1,,2020-11-10 06:44:57
7802,0.2-0.3,0.2,0.3,µm,0.1,0.1,0.1,µm,rod-shaped,1.0,,negative,159725,66633,1,,2020-11-10 06:44:57
7803,0.2-0.3,0.2,0.3,µm,0.1,0.1,0.1,µm,rod-shaped,1.0,,negative,159726,66633,1,,2020-11-10 06:44:57
7804,,,,,,,,,rod-shaped,1.0,"monotrichous, polar",negative,159646,66634,1,,2020-11-10 06:44:57
7805,2.2-6.4,2.2,6.4,µm,0.3-0.4,0.3,0.4,µm,spiral-shaped,1.0,"monotrichous, polar",negative,159727,66635,1,,2020-11-10 06:44:57
7806,1.5-3,1.5,3.0,µm,0.8-1.1,0.8,1.1,µm,rod-shaped,1.0,polar,negative,159728,66636,1,,2020-11-10 06:44:57
7807,2.2-12,2.2,12.0,µm,0.4-0.5,0.4,0.5,µm,rod-shaped,1.0,,negative,159729,66637,1,,2020-11-10 06:44:57
7808,1-9,1.0,9.0,µm,0.2-0.5,0.2,0.5,µm,rod-shaped,0.0,,negative,159730,66642,1,,2020-11-10 06:44:57
7809,1.2-2.2,1.2,2.2,µm,1.1-1.4,1.1,1.4,µm,rod-shaped,1.0,"monotrichous, polar",negative,159731,66641,1,,2020-11-10 06:44:57
